add-yield-c,8,1000,16000,15426161,964,0
add-none,12,1000,24000,376848,15,0
add-yield-none,12,1000,24000,2906491,121,31
add-m,12,1000,24000,5241827,218,0
add-yield-m,12,1000,24000,44798614,1866,0
add-s,12,1000,24000,22600871,941,0
add-yield-s,12,1000,24000,44484033,1853,0
add-c,12,1000,24000,2699659,112,0
add-yield-c,12,1000,24000,25449364,1060,0
add-none,1,10000,20000,245686,12,0
add-yield-none,1,10000,20000,16575120,828,0
add-m,1,10000,20000,797481,39,0
add-yield-m,1,10000,20000,16975050,848,0
add-s,1,10000,20000,410190,20,0
add-yield-s,1,10000,20000,16815260,840,0
add-c,1,10000,20000,541190,27,0
add-yield-c,1,10000,20000,17071083,853,0
add-none,2,10000,40000,692857,17,2878
add-yield-none,2,10000,40000,18119088,452,18
add-m,2,10000,40000,4201947,105,0
add-yield-m,2,10000,40000,64703877,1617,0
add-s,2,10000,40000,3936578,98,0
add-yield-s,2,10000,40000,37494675,937,0
add-c,2,10000,40000,4001028,100,0
add-yield-c,2,10000,40000,34367951,859,0
add-none,4,10000,80000,1091587,13,-836
add-yield-none,4,10000,80000,18554357,231,44
add-m,4,10000,80000,12618269,157,0
add-yield-m,4,10000,80000,134193487,1677,0
add-s,4,10000,80000,28510123,356,0
add-yield-s,4,10000,80000,100764143,1259,0
add-c,4,10000,80000,6787132,84,0
add-yield-c,4,10000,80000,74473720,930,0
add-none,8,10000,160000,2373544,14,2956
add-yield-none,8,10000,160000,23036875,143,3
add-m,8,10000,160000,31940761,199,0
add-yield-m,8,10000,160000,257986369,1612,0
add-s,8,10000,160000,119997690,749,0
add-yield-s,8,10000,160000,254769332,1592,0
add-c,8,10000,160000,17141022,107,0
add-yield-c,8,10000,160000,156694875,979,0
add-none,12,10000,240000,3882058,16,6146
add-yield-none,12,10000,240000,26278312,109,-108
add-m,12,10000,240000,48727220,203,0
add-yield-m,12,10000,240000,426536637,1777,0
add-s,12,10000,240000,226860146,945,0
add-yield-s,12,10000,240000,454519334,1893,0
add-c,12,10000,240000,25040898,104,0
add-yield-c,12,10000,240000,256240935,1067,0
add-none,1,100000,200000,1378602,6,0
add-yield-none,1,100000,200000,162946832,814,0
add-m,1,100000,200000,6927823,34,0
add-yield-m,1,100000,200000,169906260,849,0
add-s,1,100000,200000,2785116,13,0
add-yield-s,1,100000,200000,173132931,865,0
add-c,1,100000,200000,4259397,21,0
add-yield-c,1,100000,200000,168310042,841,0
add-none,2,100000,400000,5158801,12,-22409
add-yield-none,2,100000,400000,177722540,444,0
add-m,2,100000,400000,45577792,113,0
add-yield-m,2,100000,400000,655721523,1639,0
add-s,2,100000,400000,38923099,97,0
add-yield-s,2,100000,400000,391595819,978,0
add-c,2,100000,400000,32734132,81,0
add-yield-c,2,100000,400000,351827047,879,0
add-none,4,100000,800000,11861063,14,-37046
add-yield-none,4,100000,800000,194703034,243,-7680
add-m,4,100000,800000,140578120,175,0
add-yield-m,4,100000,800000,1375713423,1719,0
add-s,4,100000,800000,413311738,516,0
add-yield-s,4,100000,800000,1131205250,1414,0
add-c,4,100000,800000,87459263,109,0
add-yield-c,4,100000,800000,750719759,938,0
add-none,8,100000,1600000,29564675,18,-58646
add-yield-none,8,100000,1600000,339350893,212,-111338
add-m,8,100000,1600000,404184519,252,0
add-yield-m,8,100000,1600000,2832856165,1770,0
add-s,8,100000,1600000,1042933839,651,0
add-yield-s,8,100000,1600000,2771263928,1732,0
add-c,8,100000,1600000,192440622,120,0
add-yield-c,8,100000,1600000,1546813637,966,0
add-none,12,100000,2400000,41917520,17,-75276
add-yield-none,12,100000,2400000,418335573,174,-61211
add-m,12,100000,2400000,635763598,264,0
add-yield-m,12,100000,2400000,10965784617,4569,0
add-s,12,100000,2400000,2396734197,998,0
add-yield-s,12,100000,2400000,5073872867,2114,0
add-c,12,100000,2400000,713236029,297,0
add-yield-c,12,100000,2400000,3398790199,1416,0
